sequence,action,bucket,name,country,priority,sources,reason
569,create,create_us_supplier,SURVICE Engineering Company,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
570,create,create_us_supplier,Swish Data,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
571,create,create_us_supplier,Synopsys,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
572,create,create_us_supplier,SYPAQ Systems,US,5,ausa_2025,new US supplier or sub-tier defense company for graph edge growth; source overlap: ausa_2025
573,create,create_us_supplier,System Innovation Group,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
574,create,create_us_supplier,Sytech Corporation,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
575,create,create_us_supplier,TACO Antenna,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
576,create,create_us_supplier,Take2 Consulting,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
577,create,create_us_supplier,Tampa Microwave,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
578,create,create_us_supplier,Tangent,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
579,create,create_us_supplier,Tanium,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
580,create,create_us_supplier,TapHere Technology,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
581,create,create_us_supplier,TEA Headsets,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
582,create,create_us_supplier,Teledyne FLIR Defense,US,5,ausa_2025,new US supplier or sub-tier defense company for graph edge growth; source overlap: ausa_2025
583,create,create_us_supplier,Teledyne FLIR LLC,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
584,create,create_us_supplier,Teleplan Globe,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
585,create,create_us_supplier,"Textron - Bell, Textron Aviation Defense and Textron Systems",US,5,afa_2025,new US supplier or sub-tier defense company for graph edge growth; source overlap: afa_2025
586,create,create_us_supplier,Textron Systems,US,5,ausa_2025,new US supplier or sub-tier defense company for graph edge growth; source overlap: ausa_2025
587,create,create_us_supplier,The Safariland Group,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
588,create,create_us_supplier,TheIncLab,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
589,create,create_us_supplier,Thermal Beacon Ltd,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
590,create,create_us_supplier,Theta Informatics LLC,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
591,create,create_us_supplier,Thomas Global Systems,US,5,ausa_2025,new US supplier or sub-tier defense company for graph edge growth; source overlap: ausa_2025
592,create,create_us_supplier,Thresher Group,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
593,create,create_us_supplier,TigerConnect,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
594,create,create_us_supplier,Times Microwave Systems,US,5,ausa_2025,new US supplier or sub-tier defense company for graph edge growth; source overlap: ausa_2025
595,create,create_us_supplier,Titus Tekform,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
596,create,create_us_supplier,TLP Holdings,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
597,create,create_us_supplier,TraceLink,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
598,create,create_us_supplier,Tracker Networks,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
599,create,create_us_supplier,TransPerfect,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
600,create,create_us_supplier,Trend Micro,US,5,sof_raw,new US supplier or sub-tier defense company for graph edge growth; source overlap: sof_raw
601,replay,replay_high_risk_foreign,NORINCO,CN,999,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Land, Naval, Missiles"
602,replay,replay_high_risk_foreign,AVIC,CN,998,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Aerospace, Defense"
603,replay,replay_high_risk_foreign,CASIC,CN,997,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Missiles, Aerospace"
604,replay,replay_high_risk_foreign,CATIC,CN,996,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Air, Electronics"
605,replay,replay_high_risk_foreign,CETC,CN,995,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Electronics, Radar"
606,replay,replay_high_risk_foreign,Chengdu Radar,CN,994,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Radar, Electronics"
607,replay,replay_high_risk_foreign,China Academy of Space Technology,CN,993,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Aerospace, Satellites"
608,replay,replay_high_risk_foreign,China Aerospace Science and Industry Corporation,CN,992,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Missiles, Aerospace"
609,replay,replay_high_risk_foreign,China North Industries Group,CN,991,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Land, Naval"
610,replay,replay_high_risk_foreign,China Ordnance Industry Group,CN,990,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Munitions, Artillery"
611,replay,replay_high_risk_foreign,Poly Technologies,CN,989,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Missiles, Naval"
612,replay,replay_high_risk_foreign,Shanghai Spaceflight Control Technology,CN,988,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Space, Control Systems"
613,replay,replay_high_risk_foreign,Beijing Precision Machinery Institute,CN,987,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Precision Instruments
614,replay,replay_high_risk_foreign,Chengdu Aircraft Corporation,CN,986,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Aircraft
615,replay,replay_high_risk_foreign,China Aerospace Science and Technology Corporation,CN,985,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Aerospace
616,replay,replay_high_risk_foreign,China National Aero-Technology,CN,984,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Aerospace
617,replay,replay_high_risk_foreign,China North Electronic Equipment Research Institute,CN,983,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Electronics
618,replay,replay_high_risk_foreign,China North Navigation Control Technology,CN,982,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Navigation Systems
619,replay,replay_high_risk_foreign,China State Shipbuilding Corporation,CN,981,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Naval
620,replay,replay_high_risk_foreign,China Weapons Industrial Group,CN,980,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Weapons Systems
621,replay,replay_high_risk_foreign,Harbin Aviation Industry Group,CN,979,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Aerospace
622,replay,replay_high_risk_foreign,Shenyang Aircraft Corporation,CN,978,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Aircraft
623,replay,replay_high_risk_foreign,Shenyang Liming Engine Corporation,CN,977,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Engines
624,replay,replay_high_risk_foreign,Wuhan Marine Electric,CN,976,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Naval Electronics
625,replay,replay_high_risk_foreign,Xi'an Changqing Electronics,CN,975,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Electronics
626,replay,replay_high_risk_foreign,Xian Aircraft Industrial Corporation,CN,974,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Aircraft
627,replay,replay_high_risk_foreign,Rostec,RU,973,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Electronics, Aerospace, Land"
628,replay,replay_high_risk_foreign,Almaz-Antey,RU,972,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Air Defense, Missiles"
629,replay,replay_high_risk_foreign,Concern Radio-Electronic Technologies,RU,971,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Electronics, Radar"
630,replay,replay_high_risk_foreign,Ilyushin,RU,970,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Aerospace, Aircraft"
631,replay,replay_high_risk_foreign,Kalashnikov Concern,RU,969,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Small Arms, Land"
632,replay,replay_high_risk_foreign,MiG,RU,968,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Aerospace, Aircraft"
633,replay,replay_high_risk_foreign,NPO Machinery,RU,967,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Missiles, Artillery"
634,replay,replay_high_risk_foreign,Shvabe,RU,966,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Optics, Electronics"
635,replay,replay_high_risk_foreign,Sukhoi,RU,965,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Aerospace, Aircraft"
636,replay,replay_high_risk_foreign,Tupolev,RU,964,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Aerospace, Aircraft"
637,replay,replay_high_risk_foreign,Uralvagonzavod,RU,963,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Land Vehicles, Tanks"
638,replay,replay_high_risk_foreign,Burevestnik,RU,962,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Electronics
639,replay,replay_high_risk_foreign,Izhmash,RU,961,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Small Arms
640,replay,replay_high_risk_foreign,Kamov,RU,960,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Helicopters
641,replay,replay_high_risk_foreign,Mil Moscow Helicopter Plant,RU,959,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Helicopters
642,replay,replay_high_risk_foreign,Novator Design Bureau,RU,958,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Missiles
643,replay,replay_high_risk_foreign,Rosoboronexport,RU,957,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Multi-domain
644,replay,replay_high_risk_foreign,Russian Helicopters,RU,956,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Rotorcraft
645,replay,replay_high_risk_foreign,Severstal-MetallyRGK,RU,955,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Armor Plate
646,replay,replay_high_risk_foreign,Tactical Missiles Corporation,RU,954,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Missiles
647,replay,replay_high_risk_foreign,Teknodinamika,RU,953,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Aerospace Systems
648,replay,replay_high_risk_foreign,Tulamashzavod,RU,952,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Munitions
649,replay,replay_high_risk_foreign,United Engine Corporation,RU,951,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Engines
650,replay,replay_high_risk_foreign,United Shipbuilding Corporation,RU,950,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Naval
651,replay,replay_high_risk_foreign,VSMPO-AVISMA,RU,949,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Aerospace Materials
652,replay,replay_high_risk_foreign,Minsk Tractor Works,BY,948,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Land Vehicles
653,replay,replay_high_risk_foreign,ASELSAN,TR,947,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Electronics, Radar"
654,replay,replay_high_risk_foreign,HAVELSAN,TR,946,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: C4ISR, Software"
655,replay,replay_high_risk_foreign,Meteksan Defence,TR,945,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Electronics, Radar"
656,replay,replay_high_risk_foreign,Roketsan,TR,944,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Missiles, Rockets"
657,replay,replay_high_risk_foreign,Savunma Teknolojileri Muhendislik,TR,943,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Naval, Electronics"
658,replay,replay_high_risk_foreign,Turkish Aerospace Industries,TR,942,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Aerospace, Aircraft"
659,replay,replay_high_risk_foreign,Acibadem Defence,TR,941,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Defense Systems
660,replay,replay_high_risk_foreign,Ada Defence,TR,940,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Naval
661,replay,replay_high_risk_foreign,Argun,TR,939,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Naval Systems
662,replay,replay_high_risk_foreign,Baykar,TR,938,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Unmanned Systems
663,replay,replay_high_risk_foreign,Kalekalıp,TR,937,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Munitions
664,replay,replay_high_risk_foreign,Nurol Makine ve Elektrik,TR,936,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Armored Vehicles
665,replay,replay_high_risk_foreign,Otokar,TR,935,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Land Vehicles
666,replay,replay_high_risk_foreign,SARSIL,TR,934,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Munitions
667,replay,replay_high_risk_foreign,Tanin Electronics,TR,933,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Electronics
668,replay,replay_high_risk_foreign,ADASI,AE,932,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Aerospace
669,replay,replay_high_risk_foreign,EDGE Group,AE,931,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Multi-domain
670,replay,replay_high_risk_foreign,Emirates Defence Industries,AE,930,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Multi-domain
671,replay,replay_high_risk_foreign,L&T Arabia,AE,929,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Defense
672,replay,replay_high_risk_foreign,NIMR Automotive,AE,928,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Armored Vehicles
673,replay,replay_high_risk_foreign,Orbit Communications,AE,927,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Satellite
674,replay,replay_high_risk_foreign,Tawazun Economic Council,AE,926,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Defense Industrial
675,replay,replay_high_risk_foreign,Thuraya,AE,925,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Satellite Communications
676,replay,replay_high_risk_foreign,Yugoimport-SDPR,RS,924,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Multi-domain
677,replay,replay_high_risk_foreign,Adani Defence and Aerospace,IN,923,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Aerospace, Defense"
678,replay,replay_high_risk_foreign,Bharat Electronics Limited,IN,922,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Electronics, Radar"
679,replay,replay_high_risk_foreign,DRDO,IN,921,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: R&D, Multi-domain"
680,replay,replay_high_risk_foreign,Godrej & Boyce Defence,IN,920,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Naval, Land"
681,replay,replay_high_risk_foreign,Hindustan Aeronautics Limited,IN,919,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Aerospace, Aircraft"
682,replay,replay_high_risk_foreign,Hindustan Machine Tools,IN,918,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Machine Tools, Defense"
683,replay,replay_high_risk_foreign,Hindustan Nirmitee Automation Limited,IN,917,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Automation, Defense"
684,replay,replay_high_risk_foreign,Tata Advanced Systems Limited,IN,916,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Aerospace, Defense"
685,replay,replay_high_risk_foreign,Vikram Sarabhai Space Centre,IN,915,world_defense_exhibitors_2026,"existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Space, Missiles"
686,replay,replay_high_risk_foreign,Bharat Dynamics Limited,IN,914,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Missiles
687,replay,replay_high_risk_foreign,Cochin Shipyard Limited,IN,913,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Naval
688,replay,replay_high_risk_foreign,Garden Reach Shipbuilders,IN,912,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Naval
689,replay,replay_high_risk_foreign,Goa Shipyard Limited,IN,911,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Naval
690,replay,replay_high_risk_foreign,India Ltd. Shipyards,IN,910,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Naval
691,replay,replay_high_risk_foreign,L&T Defence,IN,909,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Multi-domain
692,replay,replay_high_risk_foreign,Mazagon Dock Shipbuilders,IN,908,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Naval
693,replay,replay_high_risk_foreign,Ordnance Factories Group,IN,907,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Munitions
694,replay,replay_high_risk_foreign,Walchandnagar Industries,IN,906,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Defense Engineering
695,replay,replay_high_risk_foreign,Heavy Industries Taxila,PK,905,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Land Vehicles
696,replay,replay_high_risk_foreign,Pakistan Aeronautical Complex,PK,904,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Aerospace
697,replay,replay_high_risk_foreign,Pakistan Ordinance Factories,PK,903,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Munitions
698,replay,replay_high_risk_foreign,Advanced Electronics Company,SA,902,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Electronics
699,replay,replay_high_risk_foreign,Alibi Defense,SA,901,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Defense Systems
700,replay,replay_high_risk_foreign,International Turnkey,SA,900,world_defense_exhibitors_2026,existing high-risk foreign defense entity replay to stress sanctions and network-risk paths; sectors: Defense Industrial
701,replay,replay_allied_partner_foreign,Thales Australia,AU,999,world_defense_exhibitors_2026,"existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Electronics, Naval"
702,replay,replay_allied_partner_foreign,Argosy Holdings,AU,998,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Defense Support
703,replay,replay_allied_partner_foreign,ASC (Australian Submarine Corporation),AU,997,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Naval
704,replay,replay_allied_partner_foreign,BAE Systems Australia,AU,996,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Multi-domain
705,replay,replay_allied_partner_foreign,Hanwha Australia,AU,995,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Land Systems
706,replay,replay_allied_partner_foreign,FN Herstal,BE,994,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Small Arms
707,replay,replay_allied_partner_foreign,Mecar,BE,993,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Munitions
708,replay,replay_allied_partner_foreign,Nexter Belgium,BE,992,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Defense Systems
709,replay,replay_allied_partner_foreign,Techspace Aero,BE,991,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Aerospace
710,replay,replay_allied_partner_foreign,Avibras,BR,990,world_defense_exhibitors_2026,"existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Missiles, Rockets"
711,replay,replay_allied_partner_foreign,Embraer Defence & Security,BR,989,world_defense_exhibitors_2026,"existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Aerospace, Aircraft"
712,replay,replay_allied_partner_foreign,Marinha do Brasil Estaleiro,BR,988,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Naval
713,replay,replay_allied_partner_foreign,Odebrecht Defence & Technology,BR,987,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Multi-domain
714,replay,replay_allied_partner_foreign,CAE,CA,986,world_defense_exhibitors_2026,"existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Simulation, Training"
715,replay,replay_allied_partner_foreign,Bombardier Defence,CA,985,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Aerospace
716,replay,replay_allied_partner_foreign,General Dynamics Land Systems-Canada,CA,984,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Land Vehicles
717,replay,replay_allied_partner_foreign,L-3 Technologies Canada,CA,983,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Electronics
718,replay,replay_allied_partner_foreign,Magellan Aerospace,CA,982,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Aerospace
719,replay,replay_allied_partner_foreign,Contraves,CH,981,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Defense Systems
720,replay,replay_allied_partner_foreign,Mowag,CH,980,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Land Vehicles
721,replay,replay_allied_partner_foreign,RUAG Defence,CH,979,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Multi-domain
722,replay,replay_allied_partner_foreign,Aero Vodochody,CZ,978,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Aerospace
723,replay,replay_allied_partner_foreign,Ceska Zbrojovka,CZ,977,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Small Arms
724,replay,replay_allied_partner_foreign,Omnipol,CZ,976,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Defense Trade
725,replay,replay_allied_partner_foreign,Tatra Trucks,CZ,975,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Land Vehicles
726,replay,replay_allied_partner_foreign,Rheinmetall,DE,974,world_defense_exhibitors_2026,"existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Land, Munitions, Naval"
727,replay,replay_allied_partner_foreign,Diehl Defence,DE,973,world_defense_exhibitors_2026,"existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Missiles, Munitions"
728,replay,replay_allied_partner_foreign,Hensoldt,DE,972,world_defense_exhibitors_2026,"existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Sensors, Electronics"
729,replay,replay_allied_partner_foreign,ADS Advanced Defense Solutions,DE,971,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Electronics
730,replay,replay_allied_partner_foreign,Blohm + Voss,DE,970,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Naval
731,replay,replay_allied_partner_foreign,Diehl Stiftung,DE,969,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Defense Systems
732,replay,replay_allied_partner_foreign,Heckler & Koch,DE,968,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Small Arms
733,replay,replay_allied_partner_foreign,IAV Automotive Engineering,DE,967,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Land Vehicles
734,replay,replay_allied_partner_foreign,Krauss-Maffei Wegmann,DE,966,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Land Vehicles
735,replay,replay_allied_partner_foreign,Mauser,DE,965,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Small Arms
736,replay,replay_allied_partner_foreign,Rheinmetall Air Defence,DE,964,world_defense_exhibitors_2026,existing allied or partner foreign defense replay to deepen cross-border graph context; sectors: Air Defense
