sequence,action,bucket,name,country,priority,sources,reason
910,create,create_us_reserve,Brassets Group,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
911,create,create_us_reserve,Breaker,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
912,create,create_us_reserve,C.E. Niehoff & Co.,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
913,create,create_us_reserve,Callington,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
914,create,create_us_reserve,Capgemini,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
915,create,create_us_reserve,Carmenta Inc.,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
916,create,create_us_reserve,Caterpillar Inc.,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
917,create,create_us_reserve,CDC Data Centres,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
918,create,create_us_reserve,CEIA USA,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
919,create,create_us_reserve,Celestica,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
920,create,create_us_reserve,"Chenega Corporation, MIOS SBU",US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
921,create,create_us_reserve,Cherokee Federal,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
922,create,create_us_reserve,Clear Align,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
923,create,create_us_reserve,Cloudflare,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
924,create,create_us_reserve,Club Beyond/Military Community Youth Ministries,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
925,create,create_us_reserve,Cocoon Inc,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
926,create,create_us_reserve,"Codemettle, LLC",US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
927,create,create_us_reserve,COGES,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
928,create,create_us_reserve,Compaero,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
929,create,create_us_reserve,Comrod Inc,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
930,create,create_us_reserve,Concept2 Inc,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
931,create,create_us_reserve,Conflict Kinetics,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
932,create,create_us_reserve,Contact Corporation,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
933,create,create_us_reserve,Coursera,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
934,create,create_us_reserve,Critical Objectives LLC,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
935,create,create_us_reserve,Cummins,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
936,create,create_us_reserve,Cyalume Light Technology,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
937,create,create_us_reserve,Cypher,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
938,create,create_us_reserve,CZ,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
939,create,create_us_reserve,D'Aniello Institute For Veterans and Military Families at Syracuse,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
940,create,create_us_reserve,"Dabeeo, Inc",US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
941,create,create_us_reserve,Dalfin AI,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
942,create,create_us_reserve,Danner,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
943,create,create_us_reserve,Day & Zimmermann,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
944,create,create_us_reserve,DCS Corporation,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
945,create,create_us_reserve,Decavo,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
946,create,create_us_reserve,DEFEA - Defence Exhibition Athens,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
947,create,create_us_reserve,Delian Alliance Industries,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
948,create,create_us_reserve,Denmark Pavilion,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
949,create,create_us_reserve,Deschamps,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
950,create,create_us_reserve,Don Kyatt Spare Parts / Terrain Tamer,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
951,create,create_us_reserve,"Donaldson Company, Inc.",US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
952,create,create_us_reserve,Dongin Optical,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
953,create,create_us_reserve,Doodle Labs,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
954,create,create_us_reserve,DripDrop ORS,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
955,create,create_us_reserve,DTC,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
956,create,create_us_reserve,Ducommun Incorporated,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
957,create,create_us_reserve,Dynamit Nobel Defence,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
958,create,create_us_reserve,DZYNE,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
959,create,create_us_reserve,Echodyne,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
960,create,create_us_reserve,ECU Corporation,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
961,create,create_us_reserve,EdgeRunner,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
962,create,create_us_reserve,Elbit America,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
963,create,create_us_reserve,Electromet Rugged Enclosures,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
964,create,create_us_reserve,ELFON LTD,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
965,create,create_us_reserve,Elika Team,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
966,create,create_us_reserve,Elma Electronic Inc.,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
967,create,create_us_reserve,ELMON,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
968,create,create_us_reserve,Emcor Enclosures,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
969,create,create_us_reserve,Enduraphin,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
970,create,create_us_reserve,Enercon,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
971,create,create_us_reserve,"EnerSys, Inc",US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
972,create,create_us_reserve,Enterprise Greece,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
973,create,create_us_reserve,Equanostic,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
974,create,create_us_reserve,"ETL Co., Ltd.",US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
975,create,create_us_reserve,EURENCO,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
976,create,create_us_reserve,Excitus Medical,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
977,create,create_us_reserve,Exia Labs,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
978,create,create_us_reserve,EY,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
979,create,create_us_reserve,F5,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
980,create,create_us_reserve,Falck-Schmidt corp,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
981,create,create_us_reserve,FalCom,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
982,create,create_us_reserve,"FAUN Trackway USA, Inc.",US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
983,create,create_us_reserve,FDH Aero,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
984,create,create_us_reserve,Ferra,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
985,create,create_us_reserve,Fibrotex USA. Inc.,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
986,create,create_us_reserve,"Fischer Connectors, Inc.",US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
987,create,create_us_reserve,Fischer Panda Generators,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
988,create,create_us_reserve,Fluor,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
989,create,create_us_reserve,"FN America, LLC",US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
990,create,create_us_reserve,Forterra - goTenna,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
991,create,create_us_reserve,G.W. Lisk Company,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
992,create,create_us_reserve,Galvion,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
993,create,create_us_reserve,Game Ready/Avanos Medical Sales,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
994,create,create_us_reserve,Gemstar Protective Hard Cases,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
995,create,create_us_reserve,General Digital,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
996,create,create_us_reserve,General Dynamics Information Technology,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
997,create,create_us_reserve,Genesis Arms,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
998,create,create_us_reserve,Gentex Corporation / Ops-Core,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
999,create,create_us_reserve,GICAT,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
1000,create,create_us_reserve,Global Military Products,US,4,ausa_2025,new US reserve slot to fill the overnight queue with vetted defense exhibitors; source overlap: ausa_2025
